verified_reviews,sentiment
"I've try calling them, to order for pick up and the phone kept ringing and ringing, so I decided to walk there, and found out that the phone was off the hook on purpose so the phone won't ring, I've waited for 30 minutes for a salad, worse service ever!!",Negative
Had this for lunch one day before work - bad move. I was totally useless all afternoon as I felt like I had a brick of acid eating away at my stomach lining.,Negative
Great product. Works well,Positive
My first smart buy..I am loving it and all the great things Alexa can do.,Positive
"Service was terrible! Soup was just o.k., my boyfriends plate was great, his also looked really good.",Negative
"I called in my order , the meals were ready when I got there. However the rice was  over cooked and sappy, when I brought it to b the cashier attention , she just said sorry snd disregarded me. The meet was also  overcooked",Negative
"just what I expected,already have 2 other  shows",Positive
Yuck!  Maybe I just don't like cajun food and fish though?!,Negative
"I have been to Pomo two more times since the last visit and on both times, while the pizzas were very good, the crusts on the bottom were burnt both times. \n\nFor the prices they charge, this should not be the case.",Neutral
"Some times Alexa is a little &#34;thick&#34;, but mostly good!",Positive
Fun,Positive
Will never go back.. The young lady at the counter was rude and unfriendly. She actually yelled at me for making a change in my order.. My co-workers would go here every now and again. We will not good back. DONT EAT HERE.,Negative
Very cool and lots of fun! Used for a week and still learning its capabilities.,Positive
"Combine loud music, black lights, drunk young kids, trick shots, goofy toys like candy necklaces, and a bunch of young drunk kids.  You're only starting to get the idea... \n\nI wouldn't call Bar 11 a good bar, but it's certainly a fun party and worth the trip at least once.",Neutral
"Nice Hotel, BUT Shady Promotions and POOR customer service.\nWhen I booked the trip they promised a $100 food and beverage credit, but when I checked out they failed to honor it.  I feel this is unacceptable.  So if you stay here, don't rely on there \""promotions\""",Negative
"Just ordered a Super Burrito with Chili verde, all I can say is it was bland beyond belief. It was the messiest thing I have ever eaten, full of watered down pico and guacamole. Will not be going there again.",Negative
So absolutely disappointing.,Negative
"Absolute favorite for breakfast. The banana walnut pancakes, sausage and egg sandwich, frittatas, oatmeal are all great. Love the house blend and passion tea. Nice atmosphere. And there have been times we've carried our. They package the meals very nicely.",Positive
My family and I had lunch there today and I ordered szcuan beef and the meat and rice were old and I took my food back and they didn't want to refund my money so I decieded to warn every one.,Negative
Tacos not as big as presumed. But the tortillas are amazingly fresh and they are packed with filling and toppings. Disappointed they didn't have a pollo taco. But asada good.,Positive
"$19 for an egg benedict. It was \""Meh. I've experienced better.\""\n\nFuck you. Never coming back.\n\nBut giving the staff a star for good and friendly service.",Negative
Julie will not take time to go over the itemized deductions with you. She charges way too much too. I suggest you do it yourself through turbotax instead.,Negative
Love it. It's like having a second wife.,Positive
auto loses a star because asian food should not be this expensive... food was great and the service was good but i just feel like i can get better asian food for a better price elsewhere... next,Neutral
"A group of 4 of us ate here on Sunday 2/16. I really want to like this place. The food was good. The service, however, was quite poor. The service was slow and disjointed and our waiter seemed unsure of everything he was doing.",Negative
Grandpas pizza worst service ever and they refused to serve us at 11:15 pm. You're supposed to be open until midnight.  You suck and we will never be back. We will also be sure that no one else we know will cever come to your establishment.  You suck.,Negative
"This place is quite outdated.  It feels like I've traveled back in time 20 years.  It certainly wouldn't be my first choice for a place to stay but if you're going to a big event with 100s of people, they can accommodate the seating.  Plus, parking is fairly easy.",Negative
Not that big a fan. Chicken and waffles loaded with grease and syrup.made me sick,Negative
Turkey was extra dry looked and tasted like turkey chew!!!! Sandwiches were not hot cheese was hard bad day for Capriotti's!!!,Negative
I sure love Alexa!  LOL!  Thank you!  Great price and product!,Positive
"Good fast and cheap Indian food. Not the best in Montreal, for that head over to Park Extension or go to Ganges, but Thali is fine if you're down town, need good Indian (stay away from Buffet Maharaja!)\nTheir Mango Lassi is excellent!",Neutral
The firestick is easy to use and was super easy to set up.  I like the platform and feel it is better than I expected.  I was worried about it lagging but it has not at all.  I’m hoping to utilize the firestick to eventually break away from cable and now I’m more confident that it can happen.,Positive
